"signal" "variable" "activity" "subject" "average"
"fBodyGyro" "mean" "laying" 24 -0.446528145172414
"fBodyGyro" "mean" "laying" 25 -0.550661006891892
"fBodyGyro" "mean" "laying" 26 -0.41615249480226
"fBodyGyro" "mean" "laying" 27 -0.450308182163743
"fBodyGyro" "mean" "laying" 28 -0.378130618771605
"fBodyGyro" "mean" "laying" 29 -0.396999953396226
"fBodyGyro" "mean" "laying" 30 -0.265897189398
"fBodyGyro" "std" "walking" 1 -0.961389036879433
"fBodyGyro" "std" "walking" 2 -0.975895783333333
"fBodyGyro" "std" "walking" 3 -0.946085400705128
"fBodyGyro" "std" "walking" 4 -0.9534406268
"fBodyGyro" "std" "walking" 5 -0.954769439166667
"fBodyGyro" "std" "walking" 6 -0.951878438242424
"fBodyGyro" "std" "walking" 7 -0.940265720208333
"fBodyGyro" "std" "walking" 8 -0.972298662898551
"fBodyGyro" "std" "walking" 9 -0.935535618533333
"fBodyGyro" "std" "walking" 10 -0.978570189074074
"fBodyGyro" "std" "walking" 11 -0.976043399496855
"fBodyGyro" "std" "walking" 12 -0.963383491568627
"fBodyGyro" "std" "walking" 13 -0.978145719183673
"fBodyGyro" "std" "walking" 14 -0.965276432777778
"fBodyGyro" "std" "walking" 15 -0.97618889039548
"fBodyGyro" "std" "walking" 16 -0.966890555410628
"fBodyGyro" "std" "walking" 17 -0.98527466796875
"fBodyGyro" "std" "walking" 18 -0.987027587894737
"fBodyGyro" "std" "walking" 19 -0.969681302511415
"fBodyGyro" "std" "walking" 20 -0.961875352323232
"fBodyGyro" "std" "walking" 21 -0.981137735372549
"fBodyGyro" "std" "walking" 22 -0.95984232844086
"fBodyGyro" "std" "walking" 23 -0.962390238823529
"fBodyGyro" "std" "walking" 24 -0.979331922401961
"fBodyGyro" "std" "walking" 25 -0.981517252307692
"fBodyGyro" "std" "walking" 26 -0.976357764102564
"fBodyGyro" "std" "walking" 27 -0.982539275952381
"fBodyGyro" "std" "walking" 28 -0.965461064861111
"fBodyGyro" "std" "walking" 29 -0.983633360333333
"fBodyGyro" "std" "walking" 30 -0.973199479731183
"fBodyGyro" "std" "walking_upstairs" 1 -0.916703669466667
"fBodyGyro" "std" "walking_upstairs" 2 -0.977981841527778
"fBodyGyro" "std" "walking_upstairs" 3 -0.973425261129032
"fBodyGyro" "std" "walking_upstairs" 4 -0.965694902098765
"fBodyGyro" "std" "walking_upstairs" 5 -0.973756436282051
"fBodyGyro" "std" "walking_upstairs" 6 -0.951555616959064
"fBodyGyro" "std" "walking_upstairs" 7 -0.953650846858974
"fBodyGyro" "std" "walking_upstairs" 8 -0.962944932716049
"fBodyGyro" "std" "walking_upstairs" 9 -0.945069133
"fBodyGyro" "std" "walking_upstairs" 10 -0.964432286666667
"fBodyGyro" "std" "walking_upstairs" 11 -0.976089706725146
"fBodyGyro" "std" "walking_upstairs" 12 -0.960340881111111
"fBodyGyro" "std" "walking_upstairs" 13 -0.967729377795699
"fBodyGyro" "std" "walking_upstairs" 14 -0.949162125163399
"fBodyGyro" "std" "walking_upstairs" 15 -0.959410744537037
"fBodyGyro" "std" "walking_upstairs" 16 -0.977125277095238
"fBodyGyro" "std" "walking_upstairs" 17 -0.975396143755869
"fBodyGyro" "std" "walking_upstairs" 18 -0.98765339825641
"fBodyGyro" "std" "walking_upstairs" 19 -0.973064561566265
"fBodyGyro" "std" "walking_upstairs" 20 -0.977747457892157
"fBodyGyro" "std" "walking_upstairs" 21 -0.968699160888889
"fBodyGyro" "std" "walking_upstairs" 22 -0.951902626712963
"fBodyGyro" "std" "walking_upstairs" 23 -0.974326787824074
"fBodyGyro" "std" "walking_upstairs" 24 -0.975369659537037
"fBodyGyro" "std" "walking_upstairs" 25 -0.913022969360731
"fBodyGyro" "std" "walking_upstairs" 26 -0.980083669912281
"fBodyGyro" "std" "walking_upstairs" 27 -0.984177028513514
"fBodyGyro" "std" "walking_upstairs" 28 -0.960652375375
"fBodyGyro" "std" "walking_upstairs" 29 -0.98791731178744
"fBodyGyro" "std" "walking_upstairs" 30 -0.970607263714286
"fBodyGyro" "std" "walking_downstairs" 1 -0.985650062138365
"fBodyGyro" "std" "walking_downstairs" 2 -0.97192615691358
"fBodyGyro" "std" "walking_downstairs" 3 -0.91495181989071
"fBodyGyro" "std" "walking_downstairs" 4 -0.924980755119048
"fBodyGyro" "std" "walking_downstairs" 5 -0.920476027797619
"fBodyGyro" "std" "walking_downstairs" 6 -0.949937423976608
"fBodyGyro" "std" "walking_downstairs" 7 -0.949349850125786
"fBodyGyro" "std" "walking_downstairs" 8 -0.97274431654321
"fBodyGyro" "std" "walking_downstairs" 9 -0.937210655037037
"fBodyGyro" "std" "walking_downstairs" 10 -0.949858352651515
"fBodyGyro" "std" "walking_downstairs" 11 -0.985890327801418
"fBodyGyro" "std" "walking_downstairs" 12 -0.925750274098361
"fBodyGyro" "std" "walking_downstairs" 13 -0.967592276783626
"fBodyGyro" "std" "walking_downstairs" 14 -0.952403534
"fBodyGyro" "std" "walking_downstairs" 15 -0.963000099937107
"fBodyGyro" "std" "walking_downstairs" 16 -0.978618901923077
"fBodyGyro" "std" "walking_downstairs" 17 -0.984154392606838
"fBodyGyro" "std" "walking_downstairs" 18 -0.971965716575342
"fBodyGyro" "std" "walking_downstairs" 19 -0.958929025159817
"fBodyGyro" "std" "walking_downstairs" 20 -0.902211739680365
"fBodyGyro" "std" "walking_downstairs" 21 -0.960578600561798
"fBodyGyro" "std" "walking_downstairs" 22 -0.948559099312169
"fBodyGyro" "std" "walking_downstairs" 23 -0.950606541372549
"fBodyGyro" "std" "walking_downstairs" 24 -0.966790800966184
"fBodyGyro" "std" "walking_downstairs" 25 -0.974535641396396
"fBodyGyro" "std" "walking_downstairs" 26 -0.978137841261261
"fBodyGyro" "std" "walking_downstairs" 27 -0.978394880833333
"fBodyGyro" "std" "walking_downstairs" 28 -0.918282486793249
"fBodyGyro" "std" "walking_downstairs" 29 -0.984506837538462
"fBodyGyro" "std" "walking_downstairs" 30 -0.928788274067797
"fBodyGyro" "std" "sitting" 1 -0.32868714172956
"fBodyGyro" "std" "sitting" 2 -0.384729935354167
"fBodyGyro" "std" "sitting" 3 -0.533988196045198
"fBodyGyro" "std" "sitting" 4 -0.465968828333333
"fBodyGyro" "std" "sitting" 5 -0.428516660070922
"fBodyGyro" "std" "sitting" 6 -0.337954928196078
"fBodyGyro" "std" "sitting" 7 -0.447221488941176
"fBodyGyro" "std" "sitting" 8 -0.064877651203252
"fBodyGyro" "std" "sitting" 9 -0.293071340978231
"fBodyGyro" "std" "sitting" 10 -0.191129305843972
"fBodyGyro" "std" "sitting" 11 -0.467176074932716
"fBodyGyro" "std" "sitting" 12 -0.4801590245
"fBodyGyro" "std" "sitting" 13 -0.399906424363636
"fBodyGyro" "std" "sitting" 14 0.234648306487654
"fBodyGyro" "std" "sitting" 15 -0.4015272991125
"fBodyGyro" "std" "sitting" 16 -0.485602039901961
"fBodyGyro" "std" "sitting" 17 -0.427837993972222
"fBodyGyro" "std" "sitting" 18 -0.503387854827586
"fBodyGyro" "std" "sitting" 19 -0.278312676793333
"fBodyGyro" "std" "sitting" 20 -0.17186387401634
"fBodyGyro" "std" "sitting" 21 -0.342058683546809
"fBodyGyro" "std" "sitting" 22 -0.344817881015873
"fBodyGyro" "std" "sitting" 23 -0.324767624400654
"fBodyGyro" "std" "sitting" 24 -0.500373237966102
"fBodyGyro" "std" "sitting" 25 -0.483531710389744
"fBodyGyro" "std" "sitting" 26 -0.517033706969697
"fBodyGyro" "std" "sitting" 27 -0.448544150901961
"fBodyGyro" "std" "sitting" 28 -0.414205367108497
"fBodyGyro" "std" "sitting" 29 -0.186714825965986
"fBodyGyro" "std" "sitting" 30 -0.23731891946359
"fBodyGyro" "std" "standing" 1 -0.305093593355102
"fBodyGyro" "std" "standing" 2 -0.420385695638298
"fBodyGyro" "std" "standing" 3 -0.469963061506803
"fBodyGyro" "std" "standing" 4 -0.576031946540741
"fBodyGyro" "std" "standing" 5 -0.440399634468085
"fBodyGyro" "std" "standing" 6 -0.265954384515972
"fBodyGyro" "std" "standing" 7 -0.426522923609929
"fBodyGyro" "std" "standing" 8 -0.205708047042982
"fBodyGyro" "std" "standing" 9 -0.381467603793651
"fBodyGyro" "std" "standing" 10 -0.277714333510526
"fBodyGyro" "std" "standing" 11 -0.425356907862319
"fBodyGyro" "std" "standing" 12 -0.463266454166667
"fBodyGyro" "std" "standing" 13 -0.376286323433333
"fBodyGyro" "std" "standing" 14 -0.0406496869702222
"fBodyGyro" "std" "standing" 15 -0.352092049619048
"fBodyGyro" "std" "standing" 16 -0.518896116666667
"fBodyGyro" "std" "standing" 17 -0.467844893336232
"fBodyGyro" "std" "standing" 18 -0.555233726454545
"fBodyGyro" "std" "standing" 19 -0.0159228373606838
"fBodyGyro" "std" "standing" 20 -0.131673990155556
"fBodyGyro" "std" "standing" 21 -0.436327009962963
"fBodyGyro" "std" "standing" 22 -0.4107304305
"fBodyGyro" "std" "standing" 23 -0.220814235409877
"fBodyGyro" "std" "standing" 24 -0.52719643030303
"fBodyGyro" "std" "standing" 25 -0.431210513155172
"fBodyGyro" "std" "standing" 26 -0.443396129766667
"fBodyGyro" "std" "standing" 27 -0.433939243204545
"fBodyGyro" "std" "standing" 28 -0.351689198985507
"fBodyGyro" "std" "standing" 29 -0.363387224454861
"fBodyGyro" "std" "standing" 30 -0.301886709139624
"fBodyGyro" "std" "laying" 1 -0.328920775332982
"fBodyGyro" "std" "laying" 2 -0.565652202259887
"fBodyGyro" "std" "laying" 3 -0.576635477126437
"fBodyGyro" "std" "laying" 4 -0.637921001444444
"fBodyGyro" "std" "laying" 5 -0.484147748630952
"fBodyGyro" "std" "laying" 6 -0.453180598245614
"fBodyGyro" "std" "laying" 7 -0.439248217976608
"fBodyGyro" "std" "laying" 8 -0.189343987402778
"fBodyGyro" "std" "laying" 9 -0.446920690769231
"fBodyGyro" "std" "laying" 10 -0.31199287354717
"fBodyGyro" "std" "laying" 11 -0.525122697514124
"fBodyGyro" "std" "laying" 12 -0.4863992442
"fBodyGyro" "std" "laying" 13 -0.403222372391813
"fBodyGyro" "std" "laying" 14 -0.242339989942316
"fBodyGyro" "std" "laying" 15 -0.422330726987654
"fBodyGyro" "std" "laying" 16 -0.562967268562091
"fBodyGyro" "std" "laying" 17 -0.460952259344262
"fBodyGyro" "std" "laying" 18 -0.581400607738095
"fBodyGyro" "std" "laying" 19 -0.153890095267692
"fBodyGyro" "std" "laying" 20 -0.145727976224183
"fBodyGyro" "std" "laying" 21 -0.432255160897436
"fBodyGyro" "std" "laying" 22 -0.369764868913043
"fBodyGyro" "std" "laying" 23 -0.182097013799435
"fBodyGyro" "std" "laying" 24 -0.522049989885057
"fBodyGyro" "std" "laying" 25 -0.525807866531532
"fBodyGyro" "std" "laying" 26 -0.51572376819209
"fBodyGyro" "std" "laying" 27 -0.49038015877193
"fBodyGyro" "std" "laying" 28 -0.450398115882716
"fBodyGyro" "std" "laying" 29 -0.414189003861006
"fBodyGyro" "std" "laying" 30 -0.180476071664103
"tBodyAcc" "mean" "walking" 1 0.0517950318395035
"tBodyAcc" "mean" "walking" 2 0.0507270285181159
"tBodyAcc" "mean" "walking" 3 0.0517788934634615
"tBodyAcc" "mean" "walking" 4 0.0528335396273333
"tBodyAcc" "mean" "walking" 5 0.0517510013363636
"tBodyAcc" "mean" "walking" 6 0.0506865324054545
"tBodyAcc" "mean" "walking" 7 0.0491996879543056
"tBodyAcc" "mean" "walking" 8 0.0521016391971015
"tBodyAcc" "mean" "walking" 9 0.0486438325666667
"tBodyAcc" "mean" "walking" 10 0.0504387119443827
"tBodyAcc" "mean" "walking" 11 0.0496101391144654
"tBodyAcc" "mean" "walking" 12 0.0509702323629412
"tBodyAcc" "mean" "walking" 13 0.057068219714966
"tBodyAcc" "mean" "walking" 14 0.0569611439907407
"tBodyAcc" "mean" "walking" 15 0.0491744264553672
"tBodyAcc" "mean" "walking" 16 0.0604594588855072
"tBodyAcc" "mean" "walking" 17 0.0498588868364583
"tBodyAcc" "mean" "walking" 18 0.0508320383245614
"tBodyAcc" "mean" "walking" 19 0.0494611339442922
"tBodyAcc" "mean" "walking" 20 0.0516509580208586
"tBodyAcc" "mean" "walking" 21 0.0503602528443137
"tBodyAcc" "mean" "walking" 22 0.0518032028505376
"tBodyAcc" "mean" "walking" 23 0.0520493569186274
"tBodyAcc" "mean" "walking" 24 0.0524363729755882
"tBodyAcc" "mean" "walking" 25 0.0515371203938462
"tBodyAcc" "mean" "walking" 26 0.0512216718399145
"tBodyAcc" "mean" "walking" 27 0.0509641366847619
"tBodyAcc" "mean" "walking" 28 0.0489730819210185
"tBodyAcc" "mean" "walking" 29 0.050045825975
"tBodyAcc" "mean" "walking" 30 0.0535911074306452
"tBodyAcc" "mean" "walking_upstairs" 1 0.0226269123102
"tBodyAcc" "mean" "walking_upstairs" 2 0.0519896845944444
"tBodyAcc" "mean" "walking_upstairs" 3 0.0517535655768817
"tBodyAcc" "mean" "walking_upstairs" 4 0.045955960187037
"tBodyAcc" "mean" "walking_upstairs" 5 0.0506975031923077
"tBodyAcc" "mean" "walking_upstairs" 6 0.0350946775719298
"tBodyAcc" "mean" "walking_upstairs" 7 0.042791501924359
"tBodyAcc" "mean" "walking_upstairs" 8 0.0459269146360494
"tBodyAcc" "mean" "walking_upstairs" 9 0.0437063312326667
"tBodyAcc" "mean" "walking_upstairs" 10 0.0462558158793103
"tBodyAcc" "mean" "walking_upstairs" 11 0.0513821958584795
"tBodyAcc" "mean" "walking_upstairs" 12 0.0448109718728889
"tBodyAcc" "mean" "walking_upstairs" 13 0.050648013861828
"tBodyAcc" "mean" "walking_upstairs" 14 0.0450332143346405
"tBodyAcc" "mean" "walking_upstairs" 15 0.0514385860009722
"tBodyAcc" "mean" "walking_upstairs" 16 0.0501021060907619
"tBodyAcc" "mean" "walking_upstairs" 17 0.0486425350667606
"tBodyAcc" "mean" "walking_upstairs" 18 0.0498662935179487
"tBodyAcc" "mean" "walking_upstairs" 19 0.0488431950614458
"tBodyAcc" "mean" "walking_upstairs" 20 0.0402643105181373
"tBodyAcc" "mean" "walking_upstairs" 21 0.0498827784602222
"tBodyAcc" "mean" "walking_upstairs" 22 0.0516319366971296
"tBodyAcc" "mean" "walking_upstairs" 23 0.0493752827037037
"tBodyAcc" "mean" "walking_upstairs" 24 0.0494195788944444
"tBodyAcc" "mean" "walking_upstairs" 25 0.0438228773287671
"tBodyAcc" "mean" "walking_upstairs" 26 0.0491512504828947
"tBodyAcc" "mean" "walking_upstairs" 27 0.049471999490991
"tBodyAcc" "mean" "walking_upstairs" 28 0.0502716145716667
"tBodyAcc" "mean" "walking_upstairs" 29 0.0535455267391304
"tBodyAcc" "mean" "walking_upstairs" 30 0.0526421134033333
"tBodyAcc" "mean" "walking_downstairs" 1 0.0507260737389937
"tBodyAcc" "mean" "walking_downstairs" 2 0.0511940363833333
"tBodyAcc" "mean" "walking_downstairs" 3 0.0546957117129945
"tBodyAcc" "mean" "walking_downstairs" 4 0.05828438145125
"tBodyAcc" "mean" "walking_downstairs" 5 0.0577897032170833
"tBodyAcc" "mean" "walking_downstairs" 6 0.0500165946438597
"tBodyAcc" "mean" "walking_downstairs" 7 0.0561238916698113
"tBodyAcc" "mean" "walking_downstairs" 8 0.0528982275197531
"tBodyAcc" "mean" "walking_downstairs" 9 0.0556632712659259
"tBodyAcc" "mean" "walking_downstairs" 10 0.0510481188030303
"tBodyAcc" "mean" "walking_downstairs" 11 0.050609947893617
"tBodyAcc" "mean" "walking_downstairs" 12 0.0516595269480874
"tBodyAcc" "mean" "walking_downstairs" 13 0.0496150313005848
"tBodyAcc" "mean" "walking_downstairs" 14 0.0538400328675556
"tBodyAcc" "mean" "walking_downstairs" 15 0.0515511117477987
"tBodyAcc" "mean" "walking_downstairs" 16 0.0544132355260684
"tBodyAcc" "mean" "walking_downstairs" 17 0.0496994504504701
"tBodyAcc" "mean" "walking_downstairs" 18 0.051123366043379
"tBodyAcc" "mean" "walking_downstairs" 19 0.0512353165675799
"tBodyAcc" "mean" "walking_downstairs" 20 0.0532015466032877
"tBodyAcc" "mean" "walking_downstairs" 21 0.049941971251573
"tBodyAcc" "mean" "walking_downstairs" 22 0.0527433723389947
"tBodyAcc" "mean" "walking_downstairs" 23 0.0498515835636765
"tBodyAcc" "mean" "walking_downstairs" 24 0.0525492653410242
"tBodyAcc" "mean" "walking_downstairs" 25 0.0514345903331982
"tBodyAcc" "mean" "walking_downstairs" 26 0.0514094694413063
"tBodyAcc" "mean" "walking_downstairs" 27 0.051712622385
"tBodyAcc" "mean" "walking_downstairs" 28 0.0513173904813924
"tBodyAcc" "mean" "walking_downstairs" 29 0.0506818038210256
"tBodyAcc" "mean" "walking_downstairs" 30 0.0504467001785311
"tBodyAcc" "mean" "sitting" 1 0.0447355127546541
"tBodyAcc" "mean" "sitting" 2 0.0244129258901389
"tBodyAcc" "mean" "sitting" 3 0.0394480228583051
"tBodyAcc" "mean" "sitting" 4 0.041558937212859
"tBodyAcc" "mean" "sitting" 5 0.0428203468282269
"tBodyAcc" "mean" "sitting" 6 0.0396347926022222
"tBodyAcc" "mean" "sitting" 7 0.0257911112379085
"tBodyAcc" "mean" "sitting" 8 0.0385055061544715
"tBodyAcc" "mean" "sitting" 9 0.0392357872525102
"tBodyAcc" "mean" "sitting" 10 0.0448519801787234
"tBodyAcc" "mean" "sitting" 11 0.0422209535302469
"tBodyAcc" "mean" "sitting" 12 0.0464243727326923
"tBodyAcc" "mean" "sitting" 13 0.0348991494332727
"tBodyAcc" "mean" "sitting" 14 0.0432341863812963
"tBodyAcc" "mean" "sitting" 15 0.0414942482888889
"tBodyAcc" "mean" "sitting" 16 0.0391820301270588
"tBodyAcc" "mean" "sitting" 17 0.0361499216827778
"tBodyAcc" "mean" "sitting" 18 0.043513080710358
"tBodyAcc" "mean" "sitting" 19 0.0202218465408333
"tBodyAcc" "mean" "sitting" 20 0.0342828548712418
"tBodyAcc" "mean" "sitting" 21 0.0386861366085106
"tBodyAcc" "mean" "sitting" 22 0.0346594722384127
"tBodyAcc" "mean" "sitting" 23 0.0302400504417647
"tBodyAcc" "mean" "sitting" 24 0.0434781841188701
"tBodyAcc" "mean" "sitting" 25 0.0415995395552821
"tBodyAcc" "mean" "sitting" 26 0.0408615178564242
"tBodyAcc" "mean" "sitting" 27 0.040714827772549
"tBodyAcc" "mean" "sitting" 28 0.0375158072415686
"tBodyAcc" "mean" "sitting" 29 0.0391586492680272
"tBodyAcc" "mean" "sitting" 30 0.0404623262025128
"tBodyAcc" "mean" "standing" 1 0.057234541629932
"tBodyAcc" "mean" "standing" 2 0.0460469966148936
"tBodyAcc" "mean" "standing" 3 0.0523094112842857
"tBodyAcc" "mean" "standing" 4 0.0544619321496296
"tBodyAcc" "mean" "standing" 5 0.0615743070453901
"tBodyAcc" "mean" "standing" 6 0.0500996872914583
"tBodyAcc" "mean" "standing" 7 0.0555785113716312
"tBodyAcc" "mean" "standing" 8 0.0515933621061404
"tBodyAcc" "mean" "standing" 9 0.0614987128990714
"tBodyAcc" "mean" "standing" 10 0.0531826399991228
"tBodyAcc" "mean" "standing" 11 0.0542419032854348
"tBodyAcc" "mean" "standing" 12 0.0512936327548806
"tBodyAcc" "mean" "standing" 13 0.0595137426538298
"tBodyAcc" "mean" "standing" 14 0.0601916525454815
"tBodyAcc" "mean" "standing" 15 0.0546807689062698
"tBodyAcc" "mean" "standing" 16 0.0524410795546099
"tBodyAcc" "mean" "standing" 17 0.0626463561028986
"tBodyAcc" "mean" "standing" 18 0.0560606558956364
"tBodyAcc" "mean" "standing" 19 0.0381328619012906
"tBodyAcc" "mean" "standing" 20 0.0606334292287407
"tBodyAcc" "mean" "standing" 21 0.0619909394680741
"tBodyAcc" "mean" "standing" 22 0.0524144156974907
"tBodyAcc" "mean" "standing" 23 0.0582912980556173
"tBodyAcc" "mean" "standing" 24 0.0564131179350909
"tBodyAcc" "mean" "standing" 25 0.0543734123141954
"tBodyAcc" "mean" "standing" 26 0.0534063845774067
"tBodyAcc" "mean" "standing" 27 0.0570500153651515
"tBodyAcc" "mean" "standing" 28 0.0543433519471015
"tBodyAcc" "mean" "standing" 29 0.0600217425125
"tBodyAcc" "mean" "standing" 30 0.0552580382383333
"tBodyAcc" "mean" "laying" 1 0.0495996122207018
"tBodyAcc" "mean" "laying" 2 0.0507771028533333
"tBodyAcc" "mean" "laying" 3 0.0485719392736782
"tBodyAcc" "mean" "laying" 4 0.0507796675941667
"tBodyAcc" "mean" "laying" 5 0.0509385126791488
"tBodyAcc" "mean" "laying" 6 0.0521534277615789
"tBodyAcc" "mean" "laying" 7 0.0486756871538012
"tBodyAcc" "mean" "laying" 8 0.049590444211875
"tBodyAcc" "mean" "laying" 9 0.04986437755975
"tBodyAcc" "mean" "laying" 10 0.050831404427044
"tBodyAcc" "mean" "laying" 11 0.0496926684950282
"tBodyAcc" "mean" "laying" 12 0.052802210558
"tBodyAcc" "mean" "laying" 13 0.0486285363210526
"tBodyAcc" "mean" "laying" 14 0.0478082304706215
"tBodyAcc" "mean" "laying" 15 0.0497321381451235
"tBodyAcc" "mean" "laying" 16 0.0489302739201961
"tBodyAcc" "mean" "laying" 17 0.0480207309597268
"tBodyAcc" "mean" "laying" 18 0.0506223599735119
"tBodyAcc" "mean" "laying" 19 0.0440057134416667
"tBodyAcc" "mean" "laying" 20 0.0459499557091503
"tBodyAcc" "mean" "laying" 21 0.0522343875247436
"tBodyAcc" "mean" "laying" 22 0.0516769060898333
"tBodyAcc" "mean" "laying" 23 0.0471556729864407
"tBodyAcc" "mean" "laying" 24 0.0479467410224138
"tBodyAcc" "mean" "laying" 25 0.0505357867617117
"tBodyAcc" "mean" "laying" 26 0.0516371578531073
"tBodyAcc" "mean" "laying" 27 0.0491264392844158
"tBodyAcc" "mean" "laying" 28 0.0539458487314815
"tBodyAcc" "mean" "laying" 29 0.0496919764772327
"tBodyAcc" "mean" "laying" 30 0.0533980041766667
"tBodyAcc" "std" "walking" 1 -0.946477980425532
"tBodyAcc" "std" "walking" 2 -0.965784983478261
"tBodyAcc" "std" "walking" 3 -0.900912702820513
"tBodyAcc" "std" "walking" 4 -0.93424563956
"tBodyAcc" "std" "walking" 5 -0.937124961098485
"tBodyAcc" "std" "walking" 6 -0.943214720606061
"tBodyAcc" "std" "walking" 7 -0.9128853381875
"tBodyAcc" "std" "walking" 8 -0.948637059876812
"tBodyAcc" "std" "walking" 9 -0.888123689693333
"tBodyAcc" "std" "walking" 10 -0.956236112518518
"tBodyAcc" "std" "walking" 11 -0.957522954025157
"tBodyAcc" "std" "walking" 12 -0.950270636993464
"tBodyAcc" "std" "walking" 13 -0.955718410816327
"tBodyAcc" "std" "walking" 14 -0.938004262598765
"tBodyAcc" "std" "walking" 15 -0.952943181355932
"tBodyAcc" "std" "walking" 16 -0.959368574975845
"tBodyAcc" "std" "walking" 17 -0.974010576979167
"tBodyAcc" "std" "walking" 18 -0.982282945555556
"tBodyAcc" "std" "walking" 19 -0.959558740684932
"tBodyAcc" "std" "walking" 20 -0.949436986818182
"tBodyAcc" "std" "walking" 21 -0.972740903294118
"tBodyAcc" "std" "walking" 22 -0.941363603792097
"tBodyAcc" "std" "walking" 23 -0.942708528735294
"tBodyAcc" "std" "walking" 24 -0.967968613382353
"tBodyAcc" "std" "walking" 25 -0.968163332610256
"tBodyAcc" "std" "walking" 26 -0.956857455854701
"tBodyAcc" "std" "walking" 27 -0.975339322857143
"tBodyAcc" "std" "walking" 28 -0.953281765787037
"tBodyAcc" "std" "walking" 29 -0.974010465166667
"tBodyAcc" "std" "walking" 30 -0.957377928763441
"tBodyAcc" "std" "walking_upstairs" 1 -0.863648425482667
"tBodyAcc" "std" "walking_upstairs" 2 -0.979523386805556
"tBodyAcc" "std" "walking_upstairs" 3 -0.969508406182796
"tBodyAcc" "std" "walking_upstairs" 4 -0.95285836537037
"tBodyAcc" "std" "walking_upstairs" 5 -0.96793087974359
"tBodyAcc" "std" "walking_upstairs" 6 -0.927970116263158
"tBodyAcc" "std" "walking_upstairs" 7 -0.938584881538462
"tBodyAcc" "std" "walking_upstairs" 8 -0.936807943259259
"tBodyAcc" "std" "walking_upstairs" 9 -0.9331110506
"tBodyAcc" "std" "walking_upstairs" 10 -0.958069824482759
"tBodyAcc" "std" "walking_upstairs" 11 -0.976095126900585
"tBodyAcc" "std" "walking_upstairs" 12 -0.950908177611111
"tBodyAcc" "std" "walking_upstairs" 13 -0.956744311451613
"tBodyAcc" "std" "walking_upstairs" 14 -0.90917695
"tBodyAcc" "std" "walking_upstairs" 15 -0.954867269722222
"tBodyAcc" "std" "walking_upstairs" 16 -0.960747618666667
"tBodyAcc" "std" "walking_upstairs" 17 -0.957076714225352
"tBodyAcc" "std" "walking_upstairs" 18 -0.986115744153846
"tBodyAcc" "std" "walking_upstairs" 19 -0.974380795100402
"tBodyAcc" "std" "walking_upstairs" 20 -0.966306431127451
"tBodyAcc" "std" "walking_upstairs" 21 -0.952544358740741
"tBodyAcc" "std" "walking_upstairs" 22 -0.934652453842593
"tBodyAcc" "std" "walking_upstairs" 23 -0.968763228657407
"tBodyAcc" "std" "walking_upstairs" 24 -0.974892480648148
"tBodyAcc" "std" "walking_upstairs" 25 -0.772716386228311
"tBodyAcc" "std" "walking_upstairs" 26 -0.979058936754386
"tBodyAcc" "std" "walking_upstairs" 27 -0.982942730990991
"tBodyAcc" "std" "walking_upstairs" 28 -0.956908472916667
"tBodyAcc" "std" "walking_upstairs" 29 -0.987238550676328
"tBodyAcc" "std" "walking_upstairs" 30 -0.965869525238095
"tBodyAcc" "std" "walking_downstairs" 1 -0.98290861163522
"tBodyAcc" "std" "walking_downstairs" 2 -0.964772909938272
"tBodyAcc" "std" "walking_downstairs" 3 -0.923870288415301
"tBodyAcc" "std" "walking_downstairs" 4 -0.911799499047619
"tBodyAcc" "std" "walking_downstairs" 5 -0.902453016964286
"tBodyAcc" "std" "walking_downstairs" 6 -0.942981241111111
"tBodyAcc" "std" "walking_downstairs" 7 -0.939924220251572
"tBodyAcc" "std" "walking_downstairs" 8 -0.951120034135802
"tBodyAcc" "std" "walking_downstairs" 9 -0.944557605851852
"tBodyAcc" "std" "walking_downstairs" 10 -0.946412255227273
"tBodyAcc" "std" "walking_downstairs" 11 -0.981844974397163
"tBodyAcc" "std" "walking_downstairs" 12 -0.941689682224044
"tBodyAcc" "std" "walking_downstairs" 13 -0.969327076842105
"tBodyAcc" "std" "walking_downstairs" 14 -0.941356980611111
"tBodyAcc" "std" "walking_downstairs" 15 -0.957506551194969
"tBodyAcc" "std" "walking_downstairs" 16 -0.967614680384615
"tBodyAcc" "std" "walking_downstairs" 17 -0.976601087606838
"tBodyAcc" "std" "walking_downstairs" 18 -0.969372369406393
"tBodyAcc" "std" "walking_downstairs" 19 -0.962313640502283
"tBodyAcc" "std" "walking_downstairs" 20 -0.918587617990868
"tBodyAcc" "std" "walking_downstairs" 21 -0.957048331198502
"tBodyAcc" "std" "walking_downstairs" 22 -0.949965156931217
"tBodyAcc" "std" "walking_downstairs" 23 -0.957758585735294
"tBodyAcc" "std" "walking_downstairs" 24 -0.951470458550725
"tBodyAcc" "std" "walking_downstairs" 25 -0.970394013603604
"tBodyAcc" "std" "walking_downstairs" 26 -0.96850797518018
"tBodyAcc" "std" "walking_downstairs" 27 -0.969843815791667
"tBodyAcc" "std" "walking_downstairs" 28 -0.919520559873418
"tBodyAcc" "std" "walking_downstairs" 29 -0.981857281794872
"tBodyAcc" "std" "walking_downstairs" 30 -0.927354850338983
"tBodyAcc" "std" "sitting" 1 -0.12550250965283
"tBodyAcc" "std" "sitting" 2 -0.102823382596528
